Lon,Lat,"Depth(km)",VpVsRatio
-106.9111,33.0611,34,1.750 
-106.6933,33.0611,34,1.750 
-106.4755,33.0611,34,1.750 
-106.2578,33.0611,34,1.750 
-106.0400,33.0611,34,1.750 
-105.8222,33.0611,34,1.750 
-105.6044,33.0611,34,1.750 
-105.3866,33.0611,34,1.750 
-105.1688,33.0611,34,1.750 
-104.9511,33.0611,34,1.750 
-104.7333,33.0611,34,1.750 
-104.5155,33.0611,34,1.750 
-104.2977,33.0611,34,1.750 
-104.0799,33.0611,34,1.750 
-103.8622,33.0611,34,1.750 
-103.6444,33.0611,34,1.750 
-103.4266,33.0611,34,1.750 
-103.2088,33.0611,34,1.750 
-102.9910,33.0611,34,1.750 
-102.7733,33.0611,34,1.750 
-102.5555,33.0611,34,1.750 
-102.3377,33.0611,34,1.750 
-102.1199,33.0611,34,1.750 
-101.9021,33.0611,34,1.750 
-101.6843,33.0611,34,1.750 
-101.4666,33.0611,34,1.749 
-101.2488,33.0611,34,1.749 
-101.0310,33.0611,34,1.749 
-100.8132,33.0611,34,1.749 
-100.5954,33.0611,34,1.750 
-100.3777,33.0611,34,1.750 
-100.1599,33.0611,34,1.750 
-99.9421,33.0611,34,1.750 
-99.7243,33.0611,34,1.750 
-99.5065,33.0611,34,1.750 
-99.2888,33.0611,34,1.750 
-108.0000,32.8812,34,1.750 
-107.7822,32.8812,34,1.750 
-107.5644,32.8812,34,1.750 
-107.3467,32.8812,34,1.750 
-107.1289,32.8812,34,1.750 
-106.9111,32.8812,34,1.750 
-106.6933,32.8812,34,1.750 
-106.4755,32.8812,34,1.750 
-106.2578,32.8812,34,1.750 
-106.0400,32.8812,34,1.750 
-105.8222,32.8812,34,1.750 
-105.6044,32.8812,34,1.750 
-105.3866,32.8812,34,1.750 
-105.1688,32.8812,34,1.750 
-104.9511,32.8812,34,1.750 
-104.7333,32.8812,34,1.750 
-104.5155,32.8812,34,1.749 
-104.2977,32.8812,34,1.749 
-104.0799,32.8812,34,1.750 
-103.8622,32.8812,34,1.750 
-103.6444,32.8812,34,1.750 
-103.4266,32.8812,34,1.750 
-103.2088,32.8812,34,1.750 
-102.9910,32.8812,34,1.750 
-102.7733,32.8812,34,1.750 
-102.5555,32.8812,34,1.750 
-102.3377,32.8812,34,1.750 
-102.1199,32.8812,34,1.750 
-101.9021,32.8812,34,1.750 
-101.6843,32.8812,34,1.750 
-101.4666,32.8812,34,1.749 
-101.2488,32.8812,34,1.749 
-101.0310,32.8812,34,1.749 
-100.8132,32.8812,34,1.749 
-100.5954,32.8812,34,1.750 
-100.3777,32.8812,34,1.750 
-100.1599,32.8812,34,1.750 
-99.9421,32.8812,34,1.750 
-99.7243,32.8812,34,1.750 
-99.5065,32.8812,34,1.750 
-99.2888,32.8812,34,1.750 
-108.0000,32.7014,34,1.750 
-107.7822,32.7014,34,1.750 
-107.5644,32.7014,34,1.750 
-107.3467,32.7014,34,1.750 
-107.1289,32.7014,34,1.750 
-106.9111,32.7014,34,1.750 
-106.6933,32.7014,34,1.750 
-106.4755,32.7014,34,1.750 
-106.2578,32.7014,34,1.750 
-106.0400,32.7014,34,1.750 
-105.8222,32.7014,34,1.750 
-105.6044,32.7014,34,1.750 
-105.3866,32.7014,34,1.750 
-105.1688,32.7014,34,1.750 
-104.9511,32.7014,34,1.750 
-104.7333,32.7014,34,1.749 
-104.5155,32.7014,34,1.749 
-104.2977,32.7014,34,1.749 
-104.0799,32.7014,34,1.749 
-103.8622,32.7014,34,1.750 
-103.6444,32.7014,34,1.750 
-103.4266,32.7014,34,1.750 
-103.2088,32.7014,34,1.750 
-102.9910,32.7014,34,1.750 
-102.7733,32.7014,34,1.750 
-102.5555,32.7014,34,1.750 
-102.3377,32.7014,34,1.750 
-102.1199,32.7014,34,1.750 
-101.9021,32.7014,34,1.750 
-101.6843,32.7014,34,1.750 
-101.4666,32.7014,34,1.749 
-101.2488,32.7014,34,1.749 
-101.0310,32.7014,34,1.749 
-100.8132,32.7014,34,1.749 
-100.5954,32.7014,34,1.749 
-100.3777,32.7014,34,1.750 
-100.1599,32.7014,34,1.750 
-99.9421,32.7014,34,1.750 
-99.7243,32.7014,34,1.750 
-99.5065,32.7014,34,1.750 
-99.2888,32.7014,34,1.750 
-108.0000,32.5215,34,1.750 
-107.7822,32.5215,34,1.750 
-107.5644,32.5215,34,1.750 
-107.3467,32.5215,34,1.750 
-107.1289,32.5215,34,1.750 
-106.9111,32.5215,34,1.750 
-106.6933,32.5215,34,1.750 
-106.4755,32.5215,34,1.750 
-106.2578,32.5215,34,1.750 
-106.0400,32.5215,34,1.750 
-105.8222,32.5215,34,1.750 
-105.6044,32.5215,34,1.750 
-105.3866,32.5215,34,1.750 
-105.1688,32.5215,34,1.750 
-104.9511,32.5215,34,1.750 
-104.7333,32.5215,34,1.749 
-104.5155,32.5215,34,1.749 
-104.2977,32.5215,34,1.749 
-104.0799,32.5215,34,1.749 
-103.8622,32.5215,34,1.749 
-103.6444,32.5215,34,1.750 
-103.4266,32.5215,34,1.750 
-103.2088,32.5215,34,1.750 
-102.9910,32.5215,34,1.750 
-102.7733,32.5215,34,1.750 
-102.5555,32.5215,34,1.750 
-102.3377,32.5215,34,1.750 
-102.1199,32.5215,34,1.750 
-101.9021,32.5215,34,1.750 
-101.6843,32.5215,34,1.749 
-101.4666,32.5215,34,1.749 
-101.2488,32.5215,34,1.749 
-101.0310,32.5215,34,1.749 
-100.8132,32.5215,34,1.749 
-100.5954,32.5215,34,1.750 
-100.3777,32.5215,34,1.750 
-100.1599,32.5215,34,1.750 
-99.9421,32.5215,34,1.750 
-99.7243,32.5215,34,1.750 
-99.5065,32.5215,34,1.750 
-99.2888,32.5215,34,1.750 
-108.0000,32.3416,34,1.750 
-107.7822,32.3416,34,1.750 
-107.5644,32.3416,34,1.750 
-107.3467,32.3416,34,1.750 
-107.1289,32.3416,34,1.750 
-106.9111,32.3416,34,1.750 
-106.6933,32.3416,34,1.750 
-106.4755,32.3416,34,1.750 
-106.2578,32.3416,34,1.750 
-106.0400,32.3416,34,1.750 
-105.8222,32.3416,34,1.750 
-105.6044,32.3416,34,1.750 
-105.3866,32.3416,34,1.750 
-105.1688,32.3416,34,1.750 
-104.9511,32.3416,34,1.749 
-104.7333,32.3416,34,1.749 
-104.5155,32.3416,34,1.749 
-104.2977,32.3416,34,1.749 
-104.0799,32.3416,34,1.749 
-103.8622,32.3416,34,1.749 
-103.6444,32.3416,34,1.749 
-103.4266,32.3416,34,1.749 
-103.2088,32.3416,34,1.749 
-102.9910,32.3416,34,1.749 
-102.7733,32.3416,34,1.749 
-102.5555,32.3416,34,1.750 
-102.3377,32.3416,34,1.750 
-102.1199,32.3416,34,1.750 
-101.9021,32.3416,34,1.749 
-101.6843,32.3416,34,1.749 
-101.4666,32.3416,34,1.749 
-101.2488,32.3416,34,1.749 
-101.0310,32.3416,34,1.749 
-100.8132,32.3416,34,1.749 
-100.5954,32.3416,34,1.750 
-100.3777,32.3416,34,1.750 
-100.1599,32.3416,34,1.750 
-99.9421,32.3416,34,1.750 
-99.7243,32.3416,34,1.750 
-99.5065,32.3416,34,1.750 
-99.2888,32.3416,34,1.750 
-108.0000,32.1618,34,1.750 
-107.7822,32.1618,34,1.750 
-107.5644,32.1618,34,1.750 
-107.3467,32.1618,34,1.750 
-107.1289,32.1618,34,1.750 
-106.9111,32.1618,34,1.750 
-106.6933,32.1618,34,1.750 
-106.4755,32.1618,34,1.750 
-106.2578,32.1618,34,1.750 
-106.0400,32.1618,34,1.750 
-105.8222,32.1618,34,1.750 
-105.6044,32.1618,34,1.750 
-105.3866,32.1618,34,1.750 
-105.1688,32.1618,34,1.749 
-104.9511,32.1618,34,1.749 
-104.7333,32.1618,34,1.749 
-104.5155,32.1618,34,1.749 
-104.2977,32.1618,34,1.748 
-104.0799,32.1618,34,1.749 
-103.8622,32.1618,34,1.749 
-103.6444,32.1618,34,1.749 
-103.4266,32.1618,34,1.749 
-103.2088,32.1618,34,1.749 
-102.9910,32.1618,34,1.749 
-102.7733,32.1618,34,1.749 
-102.5555,32.1618,34,1.749 
-102.3377,32.1618,34,1.749 
-102.1199,32.1618,34,1.749 
-101.9021,32.1618,34,1.749 
-101.6843,32.1618,34,1.749 
-101.4666,32.1618,34,1.749 
-101.2488,32.1618,34,1.749 
-101.0310,32.1618,34,1.749 
-100.8132,32.1618,34,1.750 
-100.5954,32.1618,34,1.750 
-100.3777,32.1618,34,1.750 
-100.1599,32.1618,34,1.750 
-99.9421,32.1618,34,1.750 
-99.7243,32.1618,34,1.750 
-99.5065,32.1618,34,1.750 
-99.2888,32.1618,34,1.750 
-108.0000,31.9819,34,1.750 
-107.7822,31.9819,34,1.750 
-107.5644,31.9819,34,1.750 
-107.3467,31.9819,34,1.750 
-107.1289,31.9819,34,1.750 
-106.9111,31.9819,34,1.750 
-106.6933,31.9819,34,1.750 
-106.4755,31.9819,34,1.750 
-106.2578,31.9819,34,1.750 
-106.0400,31.9819,34,1.750 
-105.8222,31.9819,34,1.750 
-105.6044,31.9819,34,1.750 
-105.3866,31.9819,34,1.750 
-105.1688,31.9819,34,1.749 
-104.9511,31.9819,34,1.749 
-104.7333,31.9819,34,1.748 
-104.5155,31.9819,34,1.748 
-104.2977,31.9819,34,1.748 
-104.0799,31.9819,34,1.748 
-103.8622,31.9819,34,1.748 
-103.6444,31.9819,34,1.748 
-103.4266,31.9819,34,1.748 
-103.2088,31.9819,34,1.748 
-102.9910,31.9819,34,1.748 
-102.7733,31.9819,34,1.749 
-102.5555,31.9819,34,1.749 
-102.3377,31.9819,34,1.749 
-102.1199,31.9819,34,1.749 
-101.9021,31.9819,34,1.749 
-101.6843,31.9819,34,1.749 
-101.4666,31.9819,34,1.749 
-101.2488,31.9819,34,1.749 
-101.0310,31.9819,34,1.750 
-100.8132,31.9819,34,1.750 
-100.5954,31.9819,34,1.750 
-100.3777,31.9819,34,1.750 
-100.1599,31.9819,34,1.750 
-99.9421,31.9819,34,1.750 
-99.7243,31.9819,34,1.750 
-99.5065,31.9819,34,1.750 
-99.2888,31.9819,34,1.750 
-108.0000,31.8021,34,1.750 
-107.7822,31.8021,34,1.750 
-107.5644,31.8021,34,1.750 
-107.3467,31.8021,34,1.750 
-107.1289,31.8021,34,1.750 
-106.9111,31.8021,34,1.750 
-106.6933,31.8021,34,1.750 
-106.4755,31.8021,34,1.750 
-106.2578,31.8021,34,1.750 
-106.0400,31.8021,34,1.750 
-105.8222,31.8021,34,1.750 
-105.6044,31.8021,34,1.750 
-105.3866,31.8021,34,1.749 
-105.1688,31.8021,34,1.749 
-104.9511,31.8021,34,1.748 
-104.7333,31.8021,34,1.748 
-104.5155,31.8021,34,1.748 
-104.2977,31.8021,34,1.747 
-104.0799,31.8021,34,1.747 
-103.8622,31.8021,34,1.747 
-103.6444,31.8021,34,1.747 
-103.4266,31.8021,34,1.747 
-103.2088,31.8021,34,1.747 
-102.9910,31.8021,34,1.748 
-102.7733,31.8021,34,1.748 
-102.5555,31.8021,34,1.749 
-102.3377,31.8021,34,1.749 
-102.1199,31.8021,34,1.749 
-101.9021,31.8021,34,1.749 
-101.6843,31.8021,34,1.749 
-101.4666,31.8021,34,1.749 
-101.2488,31.8021,34,1.749 
-101.0310,31.8021,34,1.749 
-100.8132,31.8021,34,1.750 
-100.5954,31.8021,34,1.750 
-100.3777,31.8021,34,1.750 
-100.1599,31.8021,34,1.750 
-99.9421,31.8021,34,1.750 
-99.7243,31.8021,34,1.750 
-99.5065,31.8021,34,1.750 
-99.2888,31.8021,34,1.750 
-108.0000,31.6222,34,1.750 
-107.7822,31.6222,34,1.750 
-107.5644,31.6222,34,1.750 
-107.3467,31.6222,34,1.750 
-107.1289,31.6222,34,1.750 
-106.9111,31.6222,34,1.750 
-106.6933,31.6222,34,1.750 
-106.4755,31.6222,34,1.750 
-106.2578,31.6222,34,1.750 
-106.0400,31.6222,34,1.750 
-105.8222,31.6222,34,1.750 
-105.6044,31.6222,34,1.750 
-105.3866,31.6222,34,1.749 
-105.1688,31.6222,34,1.749 
-104.9511,31.6222,34,1.748 
-104.7333,31.6222,34,1.747 
-104.5155,31.6222,34,1.747 
-104.2977,31.6222,34,1.747 
-104.0799,31.6222,34,1.746 
-103.8622,31.6222,34,1.746 
-103.6444,31.6222,34,1.746 
-103.4266,31.6222,34,1.746 
-103.2088,31.6222,34,1.746 
-102.9910,31.6222,34,1.747 
-102.7733,31.6222,34,1.748 
-102.5555,31.6222,34,1.748 
-102.3377,31.6222,34,1.749 
-102.1199,31.6222,34,1.749 
-101.9021,31.6222,34,1.749 
-101.6843,31.6222,34,1.749 
-101.4666,31.6222,34,1.749 
-101.2488,31.6222,34,1.749 
-101.0310,31.6222,34,1.749 
-100.8132,31.6222,34,1.750 
-100.5954,31.6222,34,1.750 
-100.3777,31.6222,34,1.750 
-100.1599,31.6222,34,1.750 
-99.9421,31.6222,34,1.750 
-99.7243,31.6222,34,1.750 
-99.5065,31.6222,34,1.750 
-99.2888,31.6222,34,1.750 
-108.0000,31.4423,34,1.750 
-107.7822,31.4423,34,1.750 
-107.5644,31.4423,34,1.750 
-107.3467,31.4423,34,1.750 
-107.1289,31.4423,34,1.750 
-106.9111,31.4423,34,1.750 
-106.6933,31.4423,34,1.750 
-106.4755,31.4423,34,1.750 
-106.2578,31.4423,34,1.750 
-106.0400,31.4423,34,1.750 
-105.8222,31.4423,34,1.750 
-105.6044,31.4423,34,1.750 
-105.3866,31.4423,34,1.749 
-105.1688,31.4423,34,1.749 
-104.9511,31.4423,34,1.748 
-104.7333,31.4423,34,1.748 
-104.5155,31.4423,34,1.747 
-104.2977,31.4423,34,1.747 
-104.0799,31.4423,34,1.746 
-103.8622,31.4423,34,1.746 
-103.6444,31.4423,34,1.745 
-103.4266,31.4423,34,1.745 
-103.2088,31.4423,34,1.746 
-102.9910,31.4423,34,1.746 
-102.7733,31.4423,34,1.747 
-102.5555,31.4423,34,1.748 
-102.3377,31.4423,34,1.748 
-102.1199,31.4423,34,1.749 
-101.9021,31.4423,34,1.749 
-101.6843,31.4423,34,1.749 
-101.4666,31.4423,34,1.749 
-101.2488,31.4423,34,1.749 
-101.0310,31.4423,34,1.749 
-100.8132,31.4423,34,1.749 
-100.5954,31.4423,34,1.750 
-100.3777,31.4423,34,1.750 
-100.1599,31.4423,34,1.750 
-99.9421,31.4423,34,1.750 
-99.7243,31.4423,34,1.750 
-99.5065,31.4423,34,1.750 
-99.2888,31.4423,34,1.750 
-108.0000,31.2625,34,1.750 
-107.7822,31.2625,34,1.750 
-107.5644,31.2625,34,1.750 
-107.3467,31.2625,34,1.750 
-107.1289,31.2625,34,1.750 
-106.9111,31.2625,34,1.750 
-106.6933,31.2625,34,1.750 
-106.4755,31.2625,34,1.750 
-106.2578,31.2625,34,1.750 
-106.0400,31.2625,34,1.750 
-105.8222,31.2625,34,1.750 
-105.6044,31.2625,34,1.750 
-105.3866,31.2625,34,1.750 
-105.1688,31.2625,34,1.749 
-104.9511,31.2625,34,1.749 
-104.7333,31.2625,34,1.748 
-104.5155,31.2625,34,1.748 
-104.2977,31.2625,34,1.747 
-104.0799,31.2625,34,1.746 
-103.8622,31.2625,34,1.746 
-103.6444,31.2625,34,1.745 
-103.4266,31.2625,34,1.745 
-103.2088,31.2625,34,1.745 
-102.9910,31.2625,34,1.746 
-102.7733,31.2625,34,1.747 
-102.5555,31.2625,34,1.748 
-102.3377,31.2625,34,1.748 
-102.1199,31.2625,34,1.749 
-101.9021,31.2625,34,1.749 
-101.6843,31.2625,34,1.748 
-101.4666,31.2625,34,1.748 
-101.2488,31.2625,34,1.749 
-101.0310,31.2625,34,1.749 
-100.8132,31.2625,34,1.749 
-100.5954,31.2625,34,1.750 
-100.3777,31.2625,34,1.750 
-100.1599,31.2625,34,1.750 
-99.9421,31.2625,34,1.750 
-99.7243,31.2625,34,1.750 
-99.5065,31.2625,34,1.750 
-99.2888,31.2625,34,1.750 
-108.0000,31.0826,34,1.750 
-107.7822,31.0826,34,1.750 
-107.5644,31.0826,34,1.750 
-107.3467,31.0826,34,1.750 
-107.1289,31.0826,34,1.750 
-106.9111,31.0826,34,1.750 
-106.6933,31.0826,34,1.750 
-106.4755,31.0826,34,1.750 
-106.2578,31.0826,34,1.750 
-106.0400,31.0826,34,1.750 
-105.8222,31.0826,34,1.750 
-105.6044,31.0826,34,1.750 
-105.3866,31.0826,34,1.750 
-105.1688,31.0826,34,1.749 
-104.9511,31.0826,34,1.749 
-104.7333,31.0826,34,1.749 
-104.5155,31.0826,34,1.748 
-104.2977,31.0826,34,1.748 
-104.0799,31.0826,34,1.747 
-103.8622,31.0826,34,1.746 
-103.6444,31.0826,34,1.745 
-103.4266,31.0826,34,1.745 
-103.2088,31.0826,34,1.745 
-102.9910,31.0826,34,1.746 
-102.7733,31.0826,34,1.747 
-102.5555,31.0826,34,1.748 
-102.3377,31.0826,34,1.748 
-102.1199,31.0826,34,1.749 
-101.9021,31.0826,34,1.749 
-101.6843,31.0826,34,1.748 
-101.4666,31.0826,34,1.748 
-101.2488,31.0826,34,1.749 
-101.0310,31.0826,34,1.749 
-100.8132,31.0826,34,1.749 
-100.5954,31.0826,34,1.750 
-100.3777,31.0826,34,1.750 
-100.1599,31.0826,34,1.750 
-99.9421,31.0826,34,1.750 
-99.7243,31.0826,34,1.750 
-99.5065,31.0826,34,1.750 
-99.2888,31.0826,34,1.750 
-108.0000,30.9027,34,1.750 
-107.7822,30.9027,34,1.750 
-107.5644,30.9027,34,1.750 
-107.3467,30.9027,34,1.750 
-107.1289,30.9027,34,1.750 
-106.9111,30.9027,34,1.750 
-106.6933,30.9027,34,1.750 
-106.4755,30.9027,34,1.750 
-106.2578,30.9027,34,1.750 
-106.0400,30.9027,34,1.750 
-105.8222,30.9027,34,1.750 
-105.6044,30.9027,34,1.750 
-105.3866,30.9027,34,1.750 
-105.1688,30.9027,34,1.750 
-104.9511,30.9027,34,1.749 
-104.7333,30.9027,34,1.749 
-104.5155,30.9027,34,1.749 
-104.2977,30.9027,34,1.748 
-104.0799,30.9027,34,1.747 
-103.8622,30.9027,34,1.747 
-103.6444,30.9027,34,1.746 
-103.4266,30.9027,34,1.746 
-103.2088,30.9027,34,1.746 
-102.9910,30.9027,34,1.747 
-102.7733,30.9027,34,1.747 
-102.5555,30.9027,34,1.748 
-102.3377,30.9027,34,1.748 
-102.1199,30.9027,34,1.749 
-101.9021,30.9027,34,1.749 
-101.6843,30.9027,34,1.749 
-101.4666,30.9027,34,1.749 
-101.2488,30.9027,34,1.749 
-101.0310,30.9027,34,1.749 
-100.8132,30.9027,34,1.749 
-100.5954,30.9027,34,1.750 
-100.3777,30.9027,34,1.750 
-100.1599,30.9027,34,1.750 
-99.9421,30.9027,34,1.750 
-99.7243,30.9027,34,1.750 
-99.5065,30.9027,34,1.750 
-99.2888,30.9027,34,1.750 
-108.0000,30.7229,34,1.750 
-107.7822,30.7229,34,1.750 
-107.5644,30.7229,34,1.750 
-107.3467,30.7229,34,1.750 
-107.1289,30.7229,34,1.750 
-106.9111,30.7229,34,1.750 
-106.6933,30.7229,34,1.750 
-106.4755,30.7229,34,1.750 
-106.2578,30.7229,34,1.750 
-106.0400,30.7229,34,1.750 
-105.8222,30.7229,34,1.750 
-105.6044,30.7229,34,1.750 
-105.3866,30.7229,34,1.750 
-105.1688,30.7229,34,1.750 
-104.9511,30.7229,34,1.750 
-104.7333,30.7229,34,1.750 
-104.5155,30.7229,34,1.749 
-104.2977,30.7229,34,1.749 
-104.0799,30.7229,34,1.748 
-103.8622,30.7229,34,1.748 
-103.6444,30.7229,34,1.747 
-103.4266,30.7229,34,1.747 
-103.2088,30.7229,34,1.747 
-102.9910,30.7229,34,1.747 
-102.7733,30.7229,34,1.748 
-102.5555,30.7229,34,1.748 
-102.3377,30.7229,34,1.748 
-102.1199,30.7229,34,1.749 
-101.9021,30.7229,34,1.749 
-101.6843,30.7229,34,1.749 
-101.4666,30.7229,34,1.749 
-101.2488,30.7229,34,1.749 
-101.0310,30.7229,34,1.749 
-100.8132,30.7229,34,1.750 
-100.5954,30.7229,34,1.750 
-100.3777,30.7229,34,1.750 
-100.1599,30.7229,34,1.750 
-99.9421,30.7229,34,1.750 
-99.7243,30.7229,34,1.750 
-99.5065,30.7229,34,1.750 
-99.2888,30.7229,34,1.750 
-108.0000,30.5430,34,1.750 
-107.7822,30.5430,34,1.750 
-107.5644,30.5430,34,1.750 
-107.3467,30.5430,34,1.750 
-107.1289,30.5430,34,1.750 
